short_name longitude latitude bio1 bio2 bio3 bio6 bio12 bio14 bio15 bio19 prec4 prec5 prec7 prec9 prec10 pop1
I3-0474 33.94573 2.99759 231 125 79 162 826 10 59 351 98 113 130 72 51 0.00259322735361922
I3-0476 33.94573 2.99759 231 125 79 162 826 10 59 351 98 113 130 72 51 0.0436917423152655
I3-0477 33.94573 2.99759 231 125 79 162 826 10 59 351 98 113 130 72 51 0.0418572422261418
I3-0478 33.94573 2.99759 231 125 79 162 826 10 59 351 98 113 130 72 51 0.016687588120781
I3-0479 33.94573 2.99759 231 125 79 162 826 10 59 351 98 113 130 72 51 0.0280783050789324
I3-0480 33.94573 2.99759 231 125 79 162 826 10 59 351 98 113 130 72 51 0.0195234331716089
I3-0481 33.94573 2.99759 231 125 79 162 826 10 59 351 98 113 130 72 51 0.0350177221679511
I3-0482 33.99299 2.99355 230 124 78 161 788 10 59 336 94 108 126 68 46 0.0555170311333603
I3-0483 33.99299 2.99355 230 124 78 161 788 10 59 336 94 108 126 68 46 0.0468430109860458
I3-0484 33.99299 2.99355 230 124 78 161 788 10 59 336 94 108 126 68 46 0.0182066645899524
I3-0485 33.99299 2.99355 230 124 78 161 788 10 59 336 94 108 126 68 46 0.0082821505055818
I4-0878 33.96431 2.12029 238 127 80 168 1105 20 47 376 137 144 121 111 103 0.0132679192654858
I4-0879 33.96431 2.12029 238 127 80 168 1105 20 47 376 137 144 121 111 103 0.0350177221679511
I4-0880 33.96431 2.12029 238 127 80 168 1105 20 47 376 137 144 121 111 103 0.0281974533189234
I4-0881 33.96431 2.12029 238 127 80 168 1105 20 47 376 137 144 121 111 103 -0.0151586471536738
I4-0882 33.96431 2.12029 238 127 80 168 1105 20 47 376 137 144 121 111 103 0.019791833356124
I4-0884 33.97197 2.14746 239 127 80 169 1087 20 48 373 136 142 120 109 100 -0.00254197569840896
I4-0885 33.97197 2.14746 239 127 80 169 1087 20 48 373 136 142 120 109 100 0.019791833356124
I4-0886 33.97197 2.14746 239 127 80 169 1087 20 48 373 136 142 120 109 100 0.0330640738388364
I4-0887 33.97197 2.14746 239 127 80 169 1087 20 48 373 136 142 120 109 100 -0.00569324436918919
I4-0889 34.28161 2.49981 238 127 81 168 782 16 52 284 109 110 109 65 54 -0.0439141417897583
I4-0890 34.28161 2.49981 238 127 81 168 782 16 52 284 109 110 109 65 54 0.00454687568273397
I4-0891 34.28161 2.49981 238 127 81 168 782 16 52 284 109 110 109 65 54 0.0044277274427429
I4-0892 34.28161 2.49981 238 127 81 168 782 16 52 284 109 110 109 65 54 -0.00569324436918919
I4-0893 34.19487 2.51121 237 127 80 167 818 15 52 303 111 114 113 70 58 0.00259322735361922
I4-0894 34.19487 2.51121 237 127 80 167 818 15 52 303 111 114 113 70 58 -0.0404944729344629
I4-0895 34.19487 2.51121 237 127 80 167 818 15 52 303 111 114 113 70 58 -0.00569324436918919
I4-0896 34.19487 2.51121 237 127 80 167 818 15 52 303 111 114 113 70 58 -0.0230109986116849
I4-0897 34.19487 2.51121 237 127 80 167 818 15 52 303 111 114 113 70 58 0.0436917423152655
I5-0838 33.96589 1.98951 237 127 80 167 1136 23 45 378 136 146 121 113 111 0.0300319534080471
I5-0839 33.96589 1.98951 237 127 80 167 1136 23 45 378 136 146 121 113 111 0.0418572422261418
I5-0840 33.96589 1.98951 237 127 80 167 1136 23 45 378 136 146 121 113 111 0.029912805168056
I5-0841 33.96589 1.98951 237 127 80 167 1136 23 45 378 136 146 121 113 111 0.029912805168056
I5-0842 33.96589 1.98951 237 127 80 167 1136 23 45 378 136 146 121 113 111 0.0300319534080471
I5-0843 33.95532 1.91297 237 126 80 168 1116 22 45 378 132 144 123 108 109 0.0436917423152655
I5-0844 33.95532 1.91297 237 126 80 168 1116 22 45 378 132 144 123 108 109 0.0044277274427429
I5-0845 33.95532 1.91297 237 126 80 168 1116 22 45 378 132 144 123 108 109 0.0044277274427429
I5-0846 33.95532 1.91297 237 126 80 168 1116 22 45 378 132 144 123 108 109 0.0212387850207415
I5-0847 33.95532 1.91297 237 126 80 168 1116 22 45 378 132 144 123 108 109 -0.0195796609706733
I5-0849 34.04003 1.91401 237 126 80 167 1101 23 48 383 131 145 125 100 105 0.0280783050789324
I5-0850 34.04003 1.91401 237 126 80 167 1101 23 48 383 131 145 125 100 105 0.00943256506420979
I5-0851 34.04003 1.91401 237 126 80 167 1101 23 48 383 131 145 125 100 105 0.0300319534080471
I5-0852 34.04003 1.91401 237 126 80 167 1101 23 48 383 131 145 125 100 105 -0.0130557468800351
I5-0853 34.00168 1.53411 236 125 81 168 1201 23 49 379 178 183 129 98 95 0.0162530162608376
I5-0854 34.00168 1.53411 236 125 81 168 1201 23 49 379 178 183 129 98 95 0.0318664534971708
I5-0855 34.00168 1.53411 236 125 81 168 1201 23 49 379 178 183 129 98 95 0.0162530162608376
I5-0856 34.00168 1.53411 236 125 81 168 1201 23 49 379 178 183 129 98 95 -0.00281562682811192
I6-0021 33.96317 0.94494 233 123 80 166 1142 34 38 308 158 157 90 94 96 0.0300319534080471
I6-0022 33.96317 0.94494 233 123 80 166 1142 34 38 308 158 157 90 94 96 0.0331832220788273
I6-0023 33.96317 0.94494 233 123 80 166 1142 34 38 308 158 157 90 94 96 -0.00935120970446653
I6-0024 33.96317 0.94494 233 123 80 166 1142 34 38 308 158 157 90 94 96 0.00784739629803822
I6-0822 33.99393 1.03371 232 124 81 165 1163 32 39 327 161 161 99 97 95 0.0162530162608376
I6-0824 33.99393 1.03371 232 124 81 165 1163 32 39 327 161 161 99 97 95 -0.0301352046425488
I6-0825 33.99393 1.03371 232 124 81 165 1163 32 39 327 161 161 99 97 95 -0.0302543528825398
I6-0826 33.99393 1.03371 232 124 81 165 1163 32 39 327 161 161 99 97 95 0.0109633103190976
I6-0827 33.95186 1.01682 229 123 80 162 1191 33 38 329 165 160 101 102 104 -0.0165945639753214
I6-0828 33.95186 1.01682 229 123 80 162 1191 33 38 329 165 160 101 102 104 0.0330640738388364
I6-0829 33.95186 1.01682 229 123 80 162 1191 33 38 329 165 160 101 102 104 0.035017722167951
I6-0830 33.95186 1.01682 229 123 80 162 1191 33 38 329 165 160 101 102 104 0.00171103063190608
I6-0831 33.95186 1.01682 229 123 80 162 1191 33 38 329 165 160 101 102 104 0.0381689908387312
I6-0833 33.91879 1.01081 230 123 80 163 1200 33 39 329 169 162 100 103 105 0.0318664534971708
I6-0834 33.91879 1.01081 230 123 80 163 1200 33 39 329 169 162 100 103 105 0.029912805168056
I6-0835 33.91879 1.01081 230 123 80 163 1200 33 39 329 169 162 100 103 105 0.0436917423152655
I6-0836 33.91879 1.01081 230 123 80 163 1200 33 39 329 169 162 100 103 105 0.0452769110814371
I6-0837 33.91879 1.01081 230 123 80 163 1200 33 39 329 169 162 100 103 105 -0.00923206146447551
I7-0009 34.12545 0.59888 227 123 84 161 1487 53 39 307 220 206 84 116 136 0.019672685116133
I7-0011 34.12545 0.59888 227 123 84 161 1487 53 39 307 220 206 84 116 136 0.0318664534971708
I7-0012 34.12545 0.59888 227 123 84 161 1487 53 39 307 220 206 84 116 136 0.00601289620891451
I7-0013 34.20359 0.7337 223 126 84 156 1421 49 36 316 205 192 92 107 133 0.0178381850270092
I7-0014 34.20359 0.7337 223 126 84 156 1421 49 36 316 205 192 92 107 133 0.0180875163499613
I7-0015 34.20359 0.7337 223 126 84 156 1421 49 36 316 205 192 92 107 133 0.0318664534971708
I7-0017 34.10406 0.72644 225 123 83 159 1400 54 36 316 213 176 89 108 127 0.0182066645899524
I7-0018 34.10406 0.72644 225 123 83 159 1400 54 36 316 213 176 89 108 127 0.0300319534080471
I7-0019 34.10406 0.72644 225 123 83 159 1400 54 36 316 213 176 89 108 127 0.0318664534971708
I7-0020 34.10406 0.72644 225 123 83 159 1400 54 36 316 213 176 89 108 127 0.00601289620891451
J3-0938 34.76317 2.68912 237 129 82 166 606 9 56 204 101 88 90 34 34 0.0144185161717139
J3-0939 34.76317 2.68912 237 129 82 166 606 9 56 204 101 88 90 34 34 -0.0256085471825307
J3-0940 34.76317 2.68912 237 129 82 166 606 9 56 204 101 88 90 34 34 0.0334516222633424
J3-0941 34.76317 2.68912 237 129 82 166 606 9 56 204 101 88 90 34 34 -0.00569324436918919
J3-0944 34.69012 2.64367 223 129 81 151 757 10 56 271 114 115 116 45 42 0.0212387850207415
J3-0945 34.69012 2.64367 223 129 81 151 757 10 56 271 114 115 116 45 42 0.0331832220788273
J3-0946 34.69012 2.64367 223 129 81 151 757 10 56 271 114 115 116 45 42 0.0300319534080471
J3-0947 34.69012 2.64367 223 129 81 151 757 10 56 271 114 115 116 45 42 0.0108494130242945
J4-0898 34.59511 2.43656 225 129 82 153 757 14 54 265 116 109 113 52 47 0.0381689908387312
J4-0899 34.59511 2.43656 225 129 82 153 757 14 54 265 116 109 113 52 47 0.0162530162608376
J4-0900 34.59511 2.43656 225 129 82 153 757 14 54 265 116 109 113 52 47 0.0182066645899524
J4-0902 34.59511 2.43656 225 129 82 153 757 14 54 265 116 109 113 52 47 0.0468430109860457
J4-0903 34.61115 2.35065 223 128 82 150 767 15 54 267 120 106 115 54 50 0.0555170311333603
J4-0904 34.61115 2.35065 223 128 82 150 767 15 54 267 120 106 115 54 50 0.0162530162608376
J4-0905 34.61115 2.35065 223 128 82 150 767 15 54 267 120 106 115 54 50 0.0300319534080471
J4-0906 34.61115 2.35065 223 128 82 150 767 15 54 267 120 106 115 54 50 -0.035967815474445
J4-0907 34.61115 2.35065 223 128 82 150 767 15 54 267 120 106 115 54 50 0.00916416487969473
J4-0908 34.72531 2.06323 212 130 83 139 840 17 50 305 115 110 126 67 63 0.0436917423152655
J4-0909 34.72531 2.06323 212 130 83 139 840 17 50 305 115 110 126 67 63 0.00757899611352317
J4-0910 34.72531 2.06323 212 130 83 139 840 17 50 305 115 110 126 67 63 0.019791833356124
J4-0911 34.72531 2.06323 212 130 83 139 840 17 50 305 115 110 126 67 63 0.035017722167951
J4-0913 34.68632 2.04746 219 129 83 147 837 18 51 296 120 110 121 71 64 0.0436917423152655
J4-0914 34.68632 2.04746 219 129 83 147 837 18 51 296 120 110 121 71 64 0.0194042849316179
J4-0915 34.68632 2.04746 219 129 83 147 837 18 51 296 120 110 121 71 64 0.0555170311333603
J4-0916 34.68632 2.04746 219 129 83 147 837 18 51 296 120 110 121 71 64 0.019791833356124
J4-0917 34.68632 2.04746 219 129 83 147 837 18 51 296 120 110 121 71 64 0.045276911081437
J5-0918 34.59608 1.93608 227 130 83 155 959 23 50 335 132 130 127 91 80 0.0182066645899524
J5-0919 34.59608 1.93608 227 130 83 155 959 23 50 335 132 130 127 91 80 0.0318664534971708
J5-0920 34.59608 1.93608 227 130 83 155 959 23 50 335 132 130 127 91 80 0.0280783050789324
J5-0922 34.59608 1.93608 227 130 83 155 959 23 50 335 132 130 127 91 80 -0.00281562682811192
J5-0923 34.62992 1.86651 226 131 83 153 1040 25 49 359 142 140 133 101 91 0.0300319534080471
J5-0924 34.62992 1.86651 226 131 83 153 1040 25 49 359 142 140 133 101 91 0.0300319534080471
J5-0925 34.62992 1.86651 226 131 83 153 1040 25 49 359 142 140 133 101 91 0.00574449602439947
J5-0926 34.62992 1.86651 226 131 83 153 1040 25 49 359 142 140 133 101 91 0.0227885991371923
J5-0927 34.62992 1.86651 226 131 83 153 1040 25 49 359 142 140 133 101 91 0.0182066645899524
J5-0928 34.60335 1.93438 227 130 83 155 955 23 50 333 132 130 126 90 80 0.0163721645008286
J5-0929 34.60335 1.93438 227 130 83 155 955 23 50 333 132 130 126 90 80 0.0436917423152655
J5-0931 34.60335 1.93438 227 130 83 155 955 23 50 333 132 130 126 90 80 -0.0147710987291678
J5-0933 34.61116 1.75673 225 131 83 153 1162 28 49 399 154 156 144 116 108 0.0162530162608376
J5-0935 34.61116 1.75673 225 131 83 153 1162 28 49 399 154 156 144 116 108 0.029912805168056
J5-0936 34.61116 1.75673 225 131 83 153 1162 28 49 399 154 156 144 116 108 -0.0151586471536738
J5-0937 34.61116 1.75673 225 131 83 153 1162 28 49 399 154 156 144 116 108 0.0555170311333603
